Date,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE
4/6/2015,38.9,ppb,36,24,100
4/7/2015,43.7,ppb,41,24,100
4/8/2015,28.2,ppb,26,24,100
4/9/2015,30,ppb,28,24,100
4/10/2015,23.3,ppb,22,24,100
4/11/2015,25.9,ppb,24,24,100
4/12/2015,25.3,ppb,24,24,100
4/13/2015,9,ppb,8,24,100
4/14/2015,33.6,ppb,31,24,100
4/15/2015,10,ppb,9,24,100
4/16/2015,18.6,ppb,17,24,100
4/17/2015,34.3,ppb,32,24,100
4/18/2015,16.6,ppb,15,24,100
4/20/2015,26,ppb,25,24,100
4/21/2015,23.6,ppb,22,24,100
4/22/2015,32.3,ppb,30,24,100
4/23/2015,35.3,ppb,33,24,100
4/24/2015,13.4,ppb,12,21,88
4/25/2015,11.9,ppb,10,24,100
4/26/2015,7.1,ppb,7,24,100
4/27/2015,29.3,ppb,27,24,100
4/28/2015,17.4,ppb,16,24,100
4/29/2015,35.6,ppb,33,24,100
4/30/2015,29.4,ppb,27,24,100
5/1/2015,31.1,ppb,29,24,100
5/2/2015,25,ppb,24,24,100
5/4/2015,12.9,ppb,11,24,100
5/5/2015,9.9,ppb,8,24,100
5/6/2015,18.2,ppb,17,24,100
5/7/2015,19.7,ppb,18,24,100
5/8/2015,27.8,ppb,25,24,100
5/9/2015,13.4,ppb,12,24,100
5/10/2015,12.4,ppb,11,24,100
5/11/2015,19.8,ppb,18,24,100
5/12/2015,17,ppb,16,24,100
5/13/2015,18,ppb,17,24,100
5/14/2015,28.9,ppb,26,24,100
5/15/2015,11,ppb,10,24,100
5/16/2015,13.1,ppb,12,24,100
5/18/2015,18.2,ppb,17,24,100
5/19/2015,11.3,ppb,10,24,100
5/20/2015,19.7,ppb,18,24,100
5/21/2015,13.4,ppb,12,24,100
5/22/2015,13.3,ppb,12,24,100
5/23/2015,13,ppb,12,24,100
5/24/2015,10.4,ppb,9,24,100
5/25/2015,12.7,ppb,11,24,100
5/26/2015,18.5,ppb,17,24,100
5/27/2015,19.9,ppb,18,24,100
5/28/2015,27.8,ppb,25,24,100
5/29/2015,25.6,ppb,24,24,100
5/30/2015,12.7,ppb,11,24,100
6/1/2015,19.7,ppb,18,24,100
6/3/2015,24.4,ppb,23,24,100
6/4/2015,28.8,ppb,26,24,100
6/5/2015,18,ppb,17,20,83
6/6/2015,12.6,ppb,11,24,100
6/7/2015,14.8,ppb,13,24,100
6/10/2015,9.8,ppb,8,20,83
6/11/2015,12.7,ppb,11,24,100
6/12/2015,12.1,ppb,11,24,100
6/13/2015,14.2,ppb,13,24,100
6/15/2015,14,ppb,13,23,96
6/19/2015,14.4,ppb,13,20,83
6/20/2015,29.9,ppb,27,24,100
6/21/2015,21.5,ppb,20,24,100
6/22/2015,15.7,ppb,14,24,100
6/23/2015,18.2,ppb,17,24,100
6/24/2015,11.2,ppb,10,22,92
6/25/2015,15.7,ppb,14,24,100
6/26/2015,12.5,ppb,11,24,100
6/27/2015,7.9,ppb,7,24,100
6/29/2015,20.9,ppb,19,24,100
6/30/2015,21.5,ppb,20,24,100
7/1/2015,8.8,ppb,8,19,79
7/2/2015,12.6,ppb,11,24,100
7/3/2015,13.2,ppb,12,24,100
7/4/2015,9.3,ppb,8,24,100
7/5/2015,6.4,ppb,6,24,100
7/6/2015,15.8,ppb,14,24,100
7/7/2015,14.2,ppb,13,24,100
7/8/2015,11.6,ppb,10,24,100
7/9/2015,21.8,ppb,20,24,100
7/10/2015,17.4,ppb,16,24,100
7/11/2015,15.4,ppb,14,24,100
7/13/2015,11.5,ppb,10,24,100
7/14/2015,15.1,ppb,14,24,100
7/15/2015,25.7,ppb,24,24,100
7/16/2015,15.2,ppb,14,24,100
7/17/2015,23.9,ppb,22,24,100
7/18/2015,16.9,ppb,15,24,100
7/19/2015,11.8,ppb,10,24,100
7/20/2015,15.9,ppb,14,24,100
7/21/2015,11.7,ppb,10,24,100
7/22/2015,8.6,ppb,8,24,100
7/23/2015,18.3,ppb,17,24,100
7/24/2015,15.4,ppb,14,24,100
7/25/2015,15.5,ppb,14,24,100
7/27/2015,16.4,ppb,15,24,100
7/28/2015,15.6,ppb,14,24,100
7/29/2015,13.2,ppb,12,24,100
7/30/2015,20.6,ppb,19,24,100
7/31/2015,13.6,ppb,12,24,100
8/1/2015,10.1,ppb,9,24,100
8/2/2015,9.9,ppb,8,24,100
8/3/2015,15.9,ppb,14,24,100
8/4/2015,22.8,ppb,21,24,100
8/5/2015,31,ppb,29,24,100
8/6/2015,24.3,ppb,23,24,100
8/7/2015,22.2,ppb,21,24,100
8/8/2015,19.2,ppb,18,24,100
8/10/2015,27.4,ppb,25,24,100
8/11/2015,20,ppb,19,24,100
8/12/2015,19.1,ppb,18,24,100
8/13/2015,19.7,ppb,18,24,100
8/14/2015,21.5,ppb,20,24,100
8/15/2015,8.8,ppb,8,24,100
8/16/2015,15.8,ppb,14,24,100
8/17/2015,25.8,ppb,24,24,100
8/18/2015,21.5,ppb,20,24,100
8/19/2015,23.1,ppb,22,24,100
8/20/2015,30.8,ppb,28,24,100
8/21/2015,34.4,ppb,32,24,100
8/22/2015,16.3,ppb,15,24,100
8/24/2015,23.1,ppb,22,24,100
8/25/2015,19.2,ppb,18,24,100
8/26/2015,13.1,ppb,12,22,92
8/27/2015,15.3,ppb,14,24,100
8/28/2015,19.2,ppb,18,24,100
8/29/2015,11.1,ppb,10,24,100
8/30/2015,13.2,ppb,12,24,100
8/31/2015,22.4,ppb,21,24,100
9/1/2015,16.3,ppb,15,24,100
9/2/2015,27.6,ppb,25,24,100
9/4/2015,14,ppb,13,18,75
9/5/2015,20.6,ppb,19,24,100
9/7/2015,16.3,ppb,15,24,100
9/8/2015,20.9,ppb,19,24,100
9/9/2015,24,ppb,23,24,100
9/10/2015,26.3,ppb,25,24,100
9/11/2015,25.7,ppb,24,24,100
9/12/2015,10.2,ppb,9,24,100
9/13/2015,12.1,ppb,11,24,100
9/14/2015,19.5,ppb,18,24,100
9/15/2015,26.3,ppb,25,24,100
9/16/2015,18.3,ppb,17,24,100
9/17/2015,23.4,ppb,22,24,100
9/18/2015,24.6,ppb,23,24,100
9/19/2015,6,ppb,6,24,100
9/22/2015,16.8,ppb,15,21,88
9/23/2015,21.5,ppb,20,24,100
9/24/2015,20.1,ppb,19,24,100
9/25/2015,42.3,ppb,40,24,100
9/26/2015,37.1,ppb,35,24,100
9/27/2015,33,ppb,31,24,100
9/28/2015,35.2,ppb,33,24,100
9/29/2015,35.2,ppb,33,24,100
9/30/2015,36.8,ppb,34,24,100
10/1/2015,36.4,ppb,34,24,100
10/2/2015,31.1,ppb,29,24,100
10/3/2015,26.1,ppb,25,24,100
10/6/2015,16.4,ppb,15,19,79
10/7/2015,21.9,ppb,20,24,100
10/8/2015,21.8,ppb,20,24,100
10/9/2015,26,ppb,25,24,100
10/10/2015,21.6,ppb,20,24,100
10/11/2015,18.2,ppb,17,24,100
10/12/2015,31.9,ppb,29,24,100
10/13/2015,30.5,ppb,28,24,100
10/14/2015,32.6,ppb,30,24,100
10/15/2015,26.3,ppb,25,24,100
10/16/2015,16,ppb,15,19,79
10/17/2015,15.3,ppb,14,24,100
10/18/2015,17.4,ppb,16,24,100
10/19/2015,15.2,ppb,14,24,100
10/20/2015,20.7,ppb,19,24,100
10/21/2015,25.3,ppb,24,24,100
10/22/2015,30.9,ppb,28,24,100
10/23/2015,23.5,ppb,22,24,100
10/24/2015,18.8,ppb,17,24,100
10/26/2015,27.9,ppb,25,24,100
10/27/2015,30,ppb,28,24,100
10/28/2015,37,ppb,35,24,100
10/29/2015,26.6,ppb,25,24,100
10/30/2015,29.3,ppb,27,24,100
10/31/2015,20,ppb,19,24,100
11/3/2015,25.3,ppb,24,24,100
11/4/2015,13,ppb,12,24,100
11/5/2015,28.4,ppb,26,24,100
11/6/2015,28.6,ppb,26,24,100
11/7/2015,29.8,ppb,27,24,100
11/8/2015,35.5,ppb,33,24,100
11/9/2015,33.4,ppb,31,24,100
11/10/2015,26.5,ppb,25,24,100
11/11/2015,22.4,ppb,21,24,100
11/12/2015,38.5,ppb,36,24,100
11/13/2015,34.9,ppb,32,24,100
11/14/2015,39.6,ppb,37,24,100
11/16/2015,21,ppb,20,24,100
11/17/2015,12.7,ppb,11,18,75
11/21/2015,29.8,ppb,27,24,100
11/22/2015,36.4,ppb,34,24,100
11/23/2015,42.2,ppb,40,24,100
11/24/2015,41.7,ppb,39,22,92
11/25/2015,35.2,ppb,33,24,100
11/26/2015,3.8,ppb,3,24,100
11/27/2015,9.4,ppb,8,24,100
11/28/2015,15,ppb,14,24,100
11/30/2015,37.3,ppb,35,24,100
12/1/2015,39.5,ppb,37,24,100
12/2/2015,41.5,ppb,39,24,100
12/3/2015,42.9,ppb,40,24,100
12/4/2015,41.8,ppb,39,24,100
12/5/2015,35.1,ppb,33,24,100
12/6/2015,40.4,ppb,38,24,100
12/7/2015,45.5,ppb,42,24,100
12/8/2015,46.6,ppb,43,24,100
12/9/2015,37.1,ppb,35,24,100
12/10/2015,43.4,ppb,41,24,100
12/11/2015,43.5,ppb,41,24,100
12/12/2015,25.8,ppb,24,24,100
12/14/2015,41,ppb,39,24,100
12/15/2015,22,ppb,21,24,100
12/16/2015,33,ppb,31,24,100
12/17/2015,33.8,ppb,31,24,100
12/18/2015,48.1,ppb,45,24,100
12/19/2015,37.9,ppb,35,24,100
12/20/2015,36.3,ppb,34,24,100
12/21/2015,41.1,ppb,39,24,100
12/22/2015,33.7,ppb,31,24,100
12/24/2015,28.4,ppb,26,23,96
12/25/2015,28.1,ppb,26,24,100
12/26/2015,9.4,ppb,8,24,100
12/28/2015,27.8,ppb,25,24,100
12/29/2015,25.4,ppb,24,23,96
12/30/2015,40.7,ppb,38,24,100
12/31/2015,43.8,ppb,41,24,100
1/1/2015,27,ppb,25,24,100
1/2/2015,22,ppb,21,24,100
1/3/2015,10,ppb,9,24,100
1/4/2015,39,ppb,37,22,92
1/5/2015,37,ppb,35,24,100
1/6/2015,28,ppb,26,21,88
1/7/2015,28,ppb,26,24,100
1/8/2015,24,ppb,23,24,100
1/9/2015,26,ppb,25,24,100
1/10/2015,16,ppb,15,23,96
1/11/2015,28,ppb,26,22,92
1/12/2015,24,ppb,23,24,100
1/13/2015,12,ppb,11,24,100
1/14/2015,11,ppb,10,22,92
1/15/2015,21,ppb,20,24,100
1/16/2015,21,ppb,20,24,100
1/17/2015,35,ppb,33,24,100
1/18/2015,28,ppb,26,22,92
1/19/2015,17,ppb,16,24,100
1/20/2015,48,ppb,45,24,100
1/21/2015,39,ppb,37,22,92
1/22/2015,16,ppb,15,24,100
1/23/2015,20,ppb,19,24,100
1/24/2015,18,ppb,17,24,100
1/25/2015,22,ppb,21,22,92
1/26/2015,37,ppb,35,24,100
1/27/2015,26,ppb,25,22,92
1/28/2015,17,ppb,16,24,100
1/29/2015,21,ppb,20,24,100
1/30/2015,13,ppb,12,24,100
1/31/2015,16,ppb,15,23,96
2/1/2015,15,ppb,14,22,92
2/2/2015,28,ppb,26,23,96
2/3/2015,26,ppb,25,21,88
2/4/2015,23,ppb,22,22,92
2/5/2015,33,ppb,31,23,96
2/6/2015,33,ppb,31,21,88
2/7/2015,18,ppb,17,22,92
2/8/2015,15,ppb,14,22,92
2/9/2015,27,ppb,25,22,92
2/10/2015,21,ppb,20,23,96
2/11/2015,13,ppb,12,19,79
2/12/2015,25,ppb,24,23,96
2/13/2015,28,ppb,26,21,88
2/14/2015,28,ppb,26,24,100
2/15/2015,10,ppb,9,22,92
2/16/2015,10,ppb,9,22,92
2/17/2015,37,ppb,35,22,92
2/18/2015,43,ppb,41,24,100
2/19/2015,35,ppb,33,24,100
2/20/2015,12,ppb,11,18,75
2/21/2015,8,ppb,8,24,100
2/22/2015,8,ppb,8,22,92
2/23/2015,14,ppb,13,24,100
2/24/2015,18,ppb,17,22,92
2/25/2015,8,ppb,8,24,100
2/26/2015,25,ppb,24,24,100
2/27/2015,12,ppb,11,24,100
2/28/2015,13,ppb,12,24,100
3/1/2015,33,ppb,31,22,92
3/2/2015,31,ppb,29,24,100
3/3/2015,22,ppb,21,24,100
3/4/2015,9,ppb,8,23,96
3/5/2015,31,ppb,29,24,100
3/6/2015,33,ppb,31,24,100
3/7/2015,21,ppb,20,24,100
3/8/2015,18,ppb,17,22,92
3/9/2015,21,ppb,20,23,96
3/10/2015,35,ppb,33,22,92
3/11/2015,24,ppb,23,24,100
3/12/2015,42,ppb,40,24,100
3/13/2015,28,ppb,26,24,100
3/14/2015,5,ppb,5,24,100
3/15/2015,15,ppb,14,22,92
3/16/2015,21,ppb,20,23,96
3/17/2015,15,ppb,14,22,92
3/18/2015,20,ppb,19,23,96
3/19/2015,7,ppb,7,24,100
3/20/2015,18,ppb,17,24,100
3/21/2015,13,ppb,12,24,100
3/22/2015,8,ppb,8,22,92
3/23/2015,25,ppb,24,22,92
3/24/2015,14,ppb,13,21,88
3/25/2015,9,ppb,8,24,100
3/26/2015,17,ppb,16,24,100
3/27/2015,34,ppb,32,24,100
3/28/2015,8,ppb,8,24,100
3/29/2015,11,ppb,10,22,92
3/30/2015,29,ppb,27,24,100
3/31/2015,15,ppb,14,23,96
4/1/2015,5,ppb,5,24,100
4/2/2015,7,ppb,7,24,100
4/3/2015,12,ppb,11,24,100
4/4/2015,6,ppb,6,24,100
4/5/2015,7,ppb,7,22,92
4/6/2015,21,ppb,20,24,100
4/7/2015,22,ppb,21,24,100
4/8/2015,12,ppb,11,24,100
4/9/2015,44,ppb,42,24,100
4/10/2015,32,ppb,30,24,100
4/11/2015,9,ppb,8,24,100
4/12/2015,5,ppb,5,22,92
4/13/2015,11,ppb,10,24,100
4/14/2015,31,ppb,29,24,100
4/15/2015,35,ppb,33,23,96
4/16/2015,9,ppb,8,24,100
4/17/2015,15,ppb,14,24,100
4/18/2015,9,ppb,8,24,100
4/19/2015,16,ppb,15,22,92
4/20/2015,22,ppb,21,24,100
4/21/2015,11,ppb,10,24,100
4/22/2015,14,ppb,13,23,96
4/23/2015,12,ppb,11,24,100
4/24/2015,8,ppb,8,24,100
4/25/2015,8,ppb,8,24,100
4/26/2015,3,ppb,3,22,92
4/27/2015,8,ppb,8,24,100
4/28/2015,10,ppb,9,23,96
4/29/2015,27,ppb,25,24,100
4/30/2015,13,ppb,12,24,100
5/1/2015,27,ppb,25,24,100
5/2/2015,20,ppb,19,24,100
5/3/2015,12,ppb,11,22,92
5/4/2015,14,ppb,13,24,100
5/5/2015,6,ppb,6,24,100
5/6/2015,12,ppb,11,24,100
5/7/2015,12,ppb,11,20,83
5/8/2015,16,ppb,15,24,100
5/9/2015,7,ppb,7,24,100
5/10/2015,10,ppb,9,22,92
5/11/2015,20,ppb,19,24,100
5/12/2015,12,ppb,11,19,79
5/13/2015,37,ppb,35,23,96
5/14/2015,31,ppb,29,23,96
5/15/2015,6,ppb,6,24,100
5/16/2015,12,ppb,11,24,100
5/17/2015,43,ppb,41,22,92
5/18/2015,43,ppb,41,24,100
5/19/2015,13,ppb,12,23,96
5/20/2015,16,ppb,15,24,100
5/21/2015,10,ppb,9,24,100
5/22/2015,10,ppb,9,24,100
5/23/2015,4,ppb,4,24,100
5/24/2015,2,ppb,2,22,92
5/25/2015,9,ppb,8,24,100
5/26/2015,15,ppb,14,24,100
5/27/2015,17,ppb,16,24,100
5/28/2015,10,ppb,9,24,100
5/29/2015,11,ppb,10,24,100
5/30/2015,23,ppb,22,24,100
5/31/2015,9,ppb,8,22,92
6/1/2015,20,ppb,19,24,100
6/2/2015,15,ppb,14,24,100
6/3/2015,9,ppb,8,20,83
6/4/2015,20,ppb,19,20,83
6/5/2015,10,ppb,9,24,100
6/6/2015,8,ppb,8,24,100
6/7/2015,8,ppb,8,22,92
6/8/2015,26,ppb,25,24,100
6/9/2015,10,ppb,9,21,88
6/10/2015,15,ppb,14,23,96
6/11/2015,11,ppb,10,24,100
6/12/2015,12,ppb,11,24,100
6/13/2015,10,ppb,9,24,100
6/14/2015,10,ppb,9,22,92
6/15/2015,18,ppb,17,24,100
6/16/2015,14,ppb,13,23,96
6/17/2015,17,ppb,16,23,96
6/18/2015,15,ppb,14,23,96
6/19/2015,14,ppb,13,24,100
6/20/2015,26,ppb,25,24,100
6/21/2015,15,ppb,14,22,92
6/22/2015,8,ppb,8,22,92
6/23/2015,6,ppb,6,23,96
6/24/2015,7,ppb,7,24,100
6/25/2015,11,ppb,10,24,100
6/26/2015,15,ppb,14,24,100
6/27/2015,18,ppb,17,24,100
6/28/2015,11,ppb,10,22,92
6/29/2015,15,ppb,14,24,100
6/30/2015,13,ppb,12,22,92
7/1/2015,18,ppb,17,24,100
7/2/2015,13,ppb,12,24,100
7/3/2015,5,ppb,5,24,100
7/4/2015,6,ppb,6,24,100
7/7/2015,14,ppb,13,22,92
7/8/2015,15,ppb,14,24,100
7/9/2015,13,ppb,12,24,100
7/10/2015,12,ppb,11,24,100
7/11/2015,21,ppb,20,24,100
7/12/2015,25,ppb,24,22,92
7/13/2015,12,ppb,11,24,100
7/14/2015,6,ppb,6,24,100
7/15/2015,10,ppb,9,24,100
7/16/2015,4,ppb,4,24,100
7/17/2015,9,ppb,8,24,100
7/18/2015,8,ppb,8,24,100
7/19/2015,3,ppb,3,22,92
7/20/2015,12,ppb,11,24,100
7/21/2015,12,ppb,11,24,100
7/22/2015,9,ppb,8,24,100
7/23/2015,9,ppb,8,24,100
7/24/2015,10,ppb,9,24,100
7/25/2015,13,ppb,12,24,100
7/26/2015,7,ppb,7,22,92
7/27/2015,8,ppb,8,23,96
7/28/2015,5,ppb,5,24,100
7/29/2015,8,ppb,8,24,100
7/30/2015,14,ppb,13,24,100
7/31/2015,15,ppb,14,24,100
8/1/2015,14,ppb,13,24,100
8/2/2015,7,ppb,7,22,92
8/3/2015,10,ppb,9,24,100
8/4/2015,20,ppb,19,21,88
8/5/2015,17,ppb,16,24,100
8/6/2015,36,ppb,34,23,96
8/7/2015,7,ppb,7,24,100
8/8/2015,8,ppb,8,24,100
8/9/2015,5,ppb,5,22,92
8/10/2015,13,ppb,12,23,96
8/11/2015,7,ppb,7,24,100
8/12/2015,23,ppb,22,24,100
8/13/2015,22,ppb,21,24,100
8/14/2015,24,ppb,23,24,100
8/15/2015,15,ppb,14,24,100
8/16/2015,9,ppb,8,22,92
8/17/2015,13,ppb,12,24,100
8/18/2015,20,ppb,19,24,100
8/19/2015,4,ppb,4,24,100
8/20/2015,12,ppb,11,19,79
8/21/2015,8,ppb,8,24,100
8/22/2015,6,ppb,6,24,100
8/23/2015,7,ppb,7,22,92
8/24/2015,17,ppb,16,22,92
8/25/2015,23,ppb,22,24,100
8/26/2015,23,ppb,22,24,100
8/27/2015,25,ppb,24,22,92
8/28/2015,14,ppb,13,24,100
8/29/2015,11,ppb,10,24,100
8/30/2015,23,ppb,22,22,92
8/31/2015,38,ppb,36,22,92
9/1/2015,11,ppb,10,23,96
9/2/2015,16,ppb,15,23,96
9/3/2015,11,ppb,10,20,83
9/4/2015,11,ppb,10,24,100
9/5/2015,7,ppb,7,24,100
9/6/2015,8,ppb,8,22,92
9/7/2015,6,ppb,6,24,100
9/8/2015,7,ppb,7,22,92
9/9/2015,10,ppb,9,24,100
9/10/2015,9,ppb,8,24,100
9/11/2015,30,ppb,28,24,100
9/12/2015,17,ppb,16,24,100
9/13/2015,11,ppb,10,22,92
9/14/2015,24,ppb,23,24,100
9/15/2015,8,ppb,8,24,100
9/16/2015,13,ppb,12,24,100
9/17/2015,9,ppb,8,24,100
9/18/2015,10,ppb,9,24,100
9/19/2015,17,ppb,16,24,100
9/20/2015,15,ppb,14,22,92
9/21/2015,20,ppb,19,24,100
9/22/2015,13,ppb,12,24,100
9/23/2015,14,ppb,13,24,100
9/24/2015,18,ppb,17,24,100
9/25/2015,16,ppb,15,24,100
9/26/2015,14,ppb,13,24,100
9/27/2015,14,ppb,13,22,92
9/28/2015,16,ppb,15,24,100
9/29/2015,22,ppb,21,24,100
9/30/2015,31,ppb,29,24,100
10/1/2015,35,ppb,33,24,100
10/2/2015,33,ppb,31,24,100
10/3/2015,14,ppb,13,24,100
10/4/2015,5,ppb,5,22,92
10/5/2015,14,ppb,13,22,92
10/6/2015,26,ppb,25,24,100
10/7/2015,25,ppb,24,22,92
10/8/2015,15,ppb,14,24,100
10/9/2015,17,ppb,16,24,100
10/10/2015,17,ppb,16,24,100
10/11/2015,14,ppb,13,22,92
10/12/2015,13,ppb,12,24,100
10/13/2015,20,ppb,19,23,96
10/14/2015,50,ppb,47,24,100
10/15/2015,45,ppb,42,24,100
10/16/2015,23,ppb,22,24,100
10/17/2015,16,ppb,15,24,100
10/18/2015,25,ppb,24,22,92
10/19/2015,26,ppb,25,24,100
10/20/2015,24,ppb,23,24,100
10/21/2015,17,ppb,16,24,100
10/22/2015,29,ppb,27,24,100
10/23/2015,29,ppb,27,24,100
10/24/2015,17,ppb,16,24,100
10/25/2015,36,ppb,34,22,92
10/26/2015,42,ppb,40,20,83
10/27/2015,18,ppb,17,24,100
10/28/2015,48,ppb,45,24,100
10/29/2015,39,ppb,37,24,100
10/30/2015,19,ppb,18,24,100
10/31/2015,15,ppb,14,24,100
11/1/2015,14,ppb,13,22,92
11/2/2015,35,ppb,33,21,88
11/3/2015,36,ppb,34,24,100
11/4/2015,18,ppb,17,24,100
11/5/2015,23,ppb,22,24,100
11/6/2015,32,ppb,30,21,88
11/7/2015,11,ppb,10,23,96
11/8/2015,31,ppb,29,22,92
11/9/2015,22,ppb,21,24,100
11/10/2015,16,ppb,15,24,100
11/11/2015,14,ppb,13,24,100
11/12/2015,50,ppb,47,20,83
11/13/2015,45,ppb,42,24,100
11/14/2015,45,ppb,42,24,100
11/15/2015,13,ppb,12,22,92
11/16/2015,21,ppb,20,21,88
11/17/2015,10,ppb,9,24,100
11/18/2015,15,ppb,14,24,100
11/19/2015,43,ppb,41,24,100
11/20/2015,33,ppb,31,24,100
11/21/2015,19,ppb,18,24,100
11/22/2015,34,ppb,32,22,92
11/23/2015,39,ppb,37,24,100
11/24/2015,33,ppb,31,24,100
11/25/2015,37,ppb,35,24,100
11/26/2015,19,ppb,18,24,100
11/27/2015,16,ppb,15,24,100
11/28/2015,10,ppb,9,24,100
11/29/2015,15,ppb,14,22,92
11/30/2015,18,ppb,17,24,100
12/1/2015,26,ppb,25,24,100
12/2/2015,27,ppb,25,24,100
12/3/2015,47,ppb,44,24,100
12/4/2015,50,ppb,47,24,100
12/5/2015,38,ppb,36,24,100
12/6/2015,33,ppb,31,22,92
12/7/2015,26,ppb,25,24,100
12/8/2015,22,ppb,21,22,92
12/10/2015,15,ppb,14,23,96
12/11/2015,19,ppb,18,24,100
12/12/2015,6,ppb,6,24,100
12/13/2015,5,ppb,5,22,92
12/14/2015,10,ppb,9,24,100
12/15/2015,10,ppb,9,22,92
12/16/2015,13,ppb,12,19,79
12/17/2015,40,ppb,38,24,100
12/18/2015,40,ppb,38,24,100
12/19/2015,39,ppb,37,24,100
12/20/2015,32,ppb,30,22,92
12/21/2015,20,ppb,19,23,96
12/22/2015,21,ppb,20,23,96
12/23/2015,6,ppb,6,24,100
12/24/2015,15,ppb,14,24,100
12/25/2015,26,ppb,25,24,100
12/26/2015,17,ppb,16,24,100
12/27/2015,3,ppb,3,21,88
12/28/2015,31,ppb,29,24,100
12/29/2015,22,ppb,21,24,100
12/30/2015,28,ppb,26,24,100
12/31/2015,29,ppb,27,24,100
1/1/2015,15,ppb,14,24,100
1/2/2015,24,ppb,23,24,100
1/3/2015,9,ppb,8,24,100
1/4/2015,27,ppb,25,22,92
1/5/2015,39,ppb,37,24,100
1/6/2015,31,ppb,29,22,92
1/7/2015,20,ppb,19,24,100
1/8/2015,29,ppb,27,24,100
1/9/2015,21,ppb,20,24,100
1/10/2015,7,ppb,7,22,92
1/11/2015,4,ppb,4,20,83
1/12/2015,14,ppb,13,24,100
1/13/2015,10,ppb,9,24,100
1/14/2015,11,ppb,10,24,100
1/15/2015,28,ppb,26,24,100
1/16/2015,15,ppb,14,24,100
1/17/2015,33,ppb,31,23,96
1/18/2015,35,ppb,33,19,79
1/19/2015,33,ppb,31,24,100
1/20/2015,44,ppb,42,24,100
1/21/2015,34,ppb,32,24,100
1/22/2015,10,ppb,9,24,100
