Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,,,Month,Year
3-Mar-24,New Mexico,Albuquerque,San Pedro Dr SE and Kathryn Ave SE,0,1,0,0,0,,,3,2024
2-Mar-24,New Mexico,Artesia,1800 block of W Centre Ave,0,0,0,1,0,,,3,2024
29-Feb-24,New Mexico,Albuquerque,13921 Indian School Rd NE,1,0,0,0,1,,,2,2024
29-Feb-24,New Mexico,Albuquerque,Alcazar St SE and Trumbull Ave SE,0,1,0,0,0,,,2,2024
27-Feb-24,New Mexico,Albuquerque,2020 Menaul Blvd NE,0,0,0,1,1,,,2,2024
27-Feb-24,New Mexico,Albuquerque,1300 Roma Ave NE,0,1,0,0,0,,,2,2024
27-Feb-24,New Mexico,Albuquerque,525 Graceland Dr SE,1,0,1,0,0,,,2,2024
26-Feb-24,New Mexico,Chimayo,Co Rd 87,0,1,0,0,4,,,2,2024
26-Feb-24,New Mexico,Albuquerque,7100 block of Vivian Dr NE,1,0,0,0,1,,,2,2024
24-Feb-24,New Mexico,Roswell,2900 block of S Emerald Dr,0,1,0,0,0,,,2,2024
23-Feb-24,New Mexico,Albuquerque,135 Tennessee St SE,0,1,0,0,2,,,2,2024
21-Feb-24,New Mexico,Albuquerque,6800 block of Los Volcanes Rd NW,0,1,0,0,1,,,2,2024
20-Feb-24,New Mexico,Los Lunas,451 Vista Dr SW,0,0,1,0,0,,,2,2024
18-Feb-24,New Mexico,Espanola,N/A,0,1,0,0,1,,,2,2024
17-Feb-24,New Mexico,Albuquerque,4125 Carlisle Blvd NE,0,1,0,0,0,,,2,2024
15-Feb-24,New Mexico,Las Cruces,900 block of Graham St,1,1,0,0,0,,,2,2024
14-Feb-24,New Mexico,Las Cruces,1185 E Madrid Ave,0,0,0,0,0,,,2,2024
12-Feb-24,New Mexico,Santa Fe,100 Siringo Rd,0,0,0,0,1,,,2,2024
11-Feb-24,New Mexico,Las Cruces,300 block of S Valley Dr,0,0,1,0,0,,,2,2024
11-Feb-24,New Mexico,Alamogordo,800 block of US-70 W,1,0,0,0,0,,,2,2024
10-Feb-24,New Mexico,Albuquerque,4125 Carlisle Blvd NE,0,1,0,0,0,,,2,2024
9-Feb-24,New Mexico,Albuquerque,420 Yucca Dr NW,1,0,0,0,0,,,2,2024
7-Feb-24,New Mexico,Hobbs,1405 E Marland St,0,1,0,0,0,,,2,2024
6-Feb-24,New Mexico,Hobbs,500 block of W Lea St,0,1,0,0,0,,,2,2024
3-Feb-24,New Mexico,Las Cruces,300 block of Van Patten Ave,1,0,0,0,1,,,2,2024
1-Feb-24,New Mexico,Albuquerque,10300 Golf Course Rd NW,0,0,1,0,0,,,2,2024
1-Feb-24,New Mexico,Albuquerque,10409 Constitution Ave NE,1,0,1,0,0,,,2,2024
31-Jan-24,New Mexico,Moriarty,Lexco Rd,0,0,0,1,0,,,1,2024
31-Jan-24,New Mexico,Albuquerque,N/A,0,1,0,0,0,,,1,2024
28-Jan-24,New Mexico,Melrose,N/A,0,1,0,0,1,,,1,2024
26-Jan-24,New Mexico,Taos,810 Harris Dr,0,0,1,0,0,,,1,2024
25-Jan-24,New Mexico,Albuquerque,2200 6th St NW,0,0,1,0,0,,,1,2024
25-Jan-24,New Mexico,Carlsbad,2400 block of W Pierce St,0,1,0,0,1,,,1,2024
22-Jan-24,New Mexico,Corrales,Los Arboles Verdes Rd,1,0,0,0,1,,,1,2024
22-Jan-24,New Mexico,Gallup,1117A NM-602,0,1,0,0,1,,,1,2024
21-Jan-24,New Mexico,Albuquerque,8600 block of Las Camas Rd NE,0,1,0,0,0,,,1,2024
21-Jan-24,New Mexico,Aztec,Rd 3016,1,0,0,0,1,,,1,2024
19-Jan-24,New Mexico,Santa Fe,2100 Yucca Rd,0,0,0,0,0,,,1,2024
18-Jan-24,New Mexico,Albuquerque,1100 block of Palomas Dr SE,1,0,0,0,1,,,1,2024
17-Jan-24,New Mexico,Albuquerque,7817 Central Ave NE,1,0,0,0,1,,,1,2024
14-Jan-24,New Mexico,Albuquerque,3900 block of Flora Vista Ave SW,1,0,0,0,0,,,1,2024
12-Jan-24,New Mexico,Hurley,200 block of D St,0,1,0,0,1,,,1,2024
11-Jan-24,New Mexico,Albuquerque,4047 Montgomery Blvd NE,1,0,0,0,1,,,1,2024
9-Jan-24,New Mexico,Albuquerque,437 Mesilla St SE,0,1,0,0,0,,,1,2024
9-Jan-24,New Mexico,Espanola,Angel Duran Dr and N Prince Dr,0,0,0,1,0,,,1,2024
9-Jan-24,New Mexico,Shiprock,US-64,0,0,0,1,0,,,1,2024
9-Jan-24,New Mexico,Hobbs,316 N Marland Blvd,1,0,0,0,1,,,1,2024
7-Jan-24,New Mexico,Albuquerque,1815 Central Ave NW,0,1,0,0,1,,,1,2024
6-Jan-24,New Mexico,Albuquerque,Juan Tabo Blvd NE and Indian School Rd NE,0,1,0,0,1,,,1,2024
4-Jan-24,New Mexico,Albuquerque,Central Ave SE and Florida St SE,0,1,0,0,1,,,1,2024
3-Jan-24,New Mexico,Edgewood,66 NM-344,0,1,0,0,1,,,1,2024
3-Jan-24,New Mexico,Belen,1200 block of NM-116,0,1,0,0,0,,,1,2024
1-Jan-24,New Mexico,Taos,710 A Paseo del Pueblo Sur,0,1,0,0,1,,,1,2024
31-Dec-23,New Mexico,Albuquerque,6600 block of Moore Dr SW,1,0,0,0,1,,,12,2023
31-Dec-23,New Mexico,Albuquerque,9901 Ceja Vis Rd SW,1,2,0,0,0,,,12,2023
30-Dec-23,New Mexico,Albuquerque,7817 Central Ave SE,0,1,0,1,0,,,12,2023
30-Dec-23,New Mexico,Crownpoint (Standing Rock),N/A,1,0,0,0,1,,,12,2023
29-Dec-23,New Mexico,Magdalena,6th St and Pine St,1,1,0,0,1,,,12,2023
29-Dec-23,New Mexico,Carlsbad,300 Block of Baler Ln,1,0,0,0,1,,,12,2023
27-Dec-23,New Mexico,Albuquerque,9501 Endee Rd NW,1,0,0,0,1,,,12,2023
26-Dec-23,New Mexico,Albuquerque,I-40 and Coors Blvd NW,1,0,0,0,0,,,12,2023
24-Dec-23,New Mexico,Albuquerque,University Blvd SE and Gibson Blvd SE,0,1,0,0,0,,,12,2023
24-Dec-23,New Mexico,Carlsbad,500 block of Pompa St,0,2,0,0,0,,,12,2023
23-Dec-23,New Mexico,Albuquerque,201 Claremont Ave NW,0,2,1,0,0,,,12,2023
23-Dec-23,New Mexico,Las Cruces,2240 E Lohman Ave,1,0,0,0,1,,,12,2023
22-Dec-23,New Mexico,Pinehill,50A BIA Route 176,2,1,0,1,1,,,12,2023
20-Dec-23,New Mexico,Albuquerque,11000 block of San Bernardino Dr NW,1,0,0,0,1,,,12,2023
20-Dec-23,New Mexico,Roswell,E Eyman St and I St,1,0,0,0,1,,,12,2023
20-Dec-23,New Mexico,Clovis,1654 US-60,0,1,0,0,0,,,12,2023
19-Dec-23,New Mexico,Albuquerque,400 block of Salazar Ct SE,0,0,1,0,0,,,12,2023
19-Dec-23,New Mexico,Albuquerque,311 Central Ave NW,1,0,0,0,1,,,12,2023
18-Dec-23,New Mexico,Farmington,61 County Road 5457,1,0,1,0,0,,,12,2023
16-Dec-23,New Mexico,Albuquerque,10108 Cartagena Ave SW,1,0,0,0,4,,,12,2023
14-Dec-23,New Mexico,Grants,I-40,0,1,0,0,1,,,12,2023
13-Dec-23,New Mexico,Tucumcari,702 W Sunset Rd,0,1,0,0,1,,,12,2023
13-Dec-23,New Mexico,Albuquerque,1510 Ellison Dr NW,0,0,0,0,1,,,12,2023
13-Dec-23,New Mexico,Albuquerque,69 Hotel Cir NE,0,0,0,0,1,,,12,2023
12-Dec-23,New Mexico,Villanueva,6 Co Rd B29D,1,0,0,0,1,,,12,2023
10-Dec-23,New Mexico,Gallup,4116 N Prince St,0,0,0,1,0,,,12,2023
9-Dec-23,New Mexico,Santa Fe,Pinon Dr and Vera Dr,0,1,0,0,1,,,12,2023
8-Dec-23,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,1,0,0,0,1,,,12,2023
7-Dec-23,New Mexico,Albuquerque,4057 Montgomery Blvd NE,0,0,1,0,0,,,12,2023
6-Dec-23,New Mexico,Clovis,1900 N Thornton St,0,0,0,0,0,,,12,2023
4-Dec-23,New Mexico,Clovis,225 Rosa Blvd,0,0,0,1,1,,,12,2023
2-Dec-23,New Mexico,Clovis,700 block of Sheldon St,0,1,0,0,1,,,12,2023
30-Nov-23,New Mexico,Albuquerque,Central Ave and Louisiana Blvd SE,0,2,0,0,1,,,11,2023
29-Nov-23,New Mexico,Albuquerque,5100 block of Vista del Luz NW,1,0,0,0,1,,,11,2023
25-Nov-23,New Mexico,Albuquerque,3715 Ellison Rd NW,0,0,1,0,0,,,11,2023
25-Nov-23,New Mexico,Artesia,800 block of W Cannon Ave,0,1,0,0,0,,,11,2023
21-Nov-23,New Mexico,Albuquerque,2800 Vail Ave SE,0,0,0,1,1,,,11,2023
21-Nov-23,New Mexico,Albuquerque,6401 Santa Monica Ave NE,1,0,1,0,0,,,11,2023
16-Nov-23,New Mexico,Albuquerque,Escarpment Rd and Pajarito Rd SW,1,0,0,0,0,,,11,2023
16-Nov-23,New Mexico,Albuquerque,2500 block of Cuatro Milpas Rd SW,1,0,0,0,1,,,11,2023
16-Nov-23,New Mexico,Albuquerque,100 98th St SW,0,0,0,1,0,,,11,2023
15-Nov-23,New Mexico,Taos,Valverde St,0,1,0,0,0,,,11,2023
14-Nov-23,New Mexico,Albuquerque,320 Roma Ave NE,0,1,0,0,1,,,11,2023
13-Nov-23,New Mexico,Santa Fe,1449 Prince of Peace Dr,2,0,0,0,1,,,11,2023
12-Nov-23,New Mexico,Albuquerque,220 Charleston St NE,1,0,0,0,1,,,11,2023
12-Nov-23,New Mexico,Albuquerque (Los Ranchos De Albuquerque),6700 block of 4th St NW,0,0,1,0,0,,,11,2023
11-Nov-23,New Mexico,Albuquerque,4200 block of Penelope Pl NE,1,0,0,0,0,,,11,2023
8-Nov-23,New Mexico,Albuquerque,Wisconsin St NE and Chico Rd NE,0,1,0,0,0,,,11,2023
5-Nov-23,New Mexico,Albuquerque,Molten Place NW,0,1,0,0,1,,,11,2023
4-Nov-23,New Mexico,Albuquerque,6210 Indian School Rd NE,1,0,0,0,0,,,11,2023
4-Nov-23,New Mexico,Roswell,1000 block of S Main St,0,1,0,0,1,,,11,2023
2-Nov-23,New Mexico,Las Cruces,1950 Sonoma Ranch Blvd,0,0,0,0,1,,,11,2023
1-Nov-23,New Mexico,Albuquerque,500 block of Atlantic Ave SW,1,0,0,0,1,,,11,2023
31-Oct-23,New Mexico,Socorro,924 South Dr,0,1,0,0,0,,,10,2023
30-Oct-23,New Mexico,Taos (Taos Pueblo),N/A,1,0,0,0,1,,,10,2023
28-Oct-23,New Mexico,Las Cruces,3000 block of Dyer St,0,7,0,0,0,,,10,2023
28-Oct-23,New Mexico,Pecos,94 N Main St,2,0,0,0,0,,,10,2023
27-Oct-23,New Mexico,Alamogordo,US-70 and Lavelle Rd,0,1,0,0,1,,,10,2023
26-Oct-23,New Mexico,Pecos,34 Pondarosa Ln,1,0,0,0,1,,,10,2023
26-Oct-23,New Mexico,Gallup,1702 E Hwy 66,0,1,0,0,1,,,10,2023
24-Oct-23,New Mexico,Albuquerque,Montgomery Blvd NE and Pennsylvania St NE,0,1,0,0,0,,,10,2023
22-Oct-23,New Mexico,Roswell,300 block of E Deming St,1,0,0,0,1,,,10,2023
21-Oct-23,New Mexico,Albuquerque,5000 block of Alegria Rd NW,0,1,0,0,0,,,10,2023
19-Oct-23,New Mexico,Farmington,2400 block of Farmview Ln,1,0,0,0,2,,,10,2023
18-Oct-23,New Mexico,Albuquerque,3210 Tulane Dr NE,1,1,0,0,3,,,10,2023
15-Oct-23,New Mexico,Las Cruces,2499 N Main St,1,0,0,0,0,,,10,2023
14-Oct-23,New Mexico,Albuquerque,65th St and Milne Rd NW,1,2,0,0,0,,,10,2023
14-Oct-23,New Mexico,Las Cruces,4839 Calle Bella Ave,1,0,0,0,1,,,10,2023
14-Oct-23,New Mexico,Roswell,4500 N Main St,1,0,0,0,1,,,10,2023
13-Oct-23,New Mexico,Alamogordo,Charlotte Ln and Oregon Ave,1,2,0,0,1,,,10,2023
12-Oct-23,New Mexico,Artesia,3300 W Main St,1,0,0,1,1,,,10,2023
11-Oct-23,New Mexico,Albuquerque,6028 Canis Ave NW,1,0,0,0,3,,,10,2023
11-Oct-23,New Mexico,Weed,3 Agua Chiquita Rd,1,0,0,0,1,,,10,2023
10-Oct-23,New Mexico,Santa Fe,Paseo De La Conquistadora and Camino Alire,0,1,0,0,0,,,10,2023
9-Oct-23,New Mexico,Albuquerque,1100 block of 2nd St NW,1,0,0,0,0,,,10,2023
9-Oct-23,New Mexico,Rio Rancho,NM-528 and Westside Blvd,0,1,0,0,0,,,10,2023
7-Oct-23,New Mexico,Hobbs,200 N Marland Blvd,1,0,0,0,1,,,10,2023
7-Oct-23,New Mexico,Taos,Paseo del Pueblo Sur and La Posta Rd,0,1,0,0,0,,,10,2023
6-Oct-23,New Mexico,Shiprock,Sheep Rd and Navajo St,0,0,1,0,0,,,10,2023
6-Oct-23,New Mexico,Albuquerque,3107 Eubank Blvd NE,1,0,0,0,0,,,10,2023
5-Oct-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,0,0,0,0,2,,,10,2023
3-Oct-23,New Mexico,Las Cruces,1300 block of Burley Ct,1,0,0,0,1,,,10,2023
3-Oct-23,New Mexico,Santa Fe,2801 Cerrillos Rd,0,1,0,0,2,,,10,2023
1-Oct-23,New Mexico,Albuquerque,407 Wesmeco Dr SE,0,0,1,0,0,,,10,2023
29-Sep-23,New Mexico,Albuquerque,3000 block of Central Ave NE,0,1,0,0,1,,,9,2023
29-Sep-23,New Mexico,Albuquerque,Haines Ave NW and 6th St NW,0,1,0,0,0,,,9,2023
29-Sep-23,New Mexico,Las Cruces,S Main St and E Idaho Ave,1,0,0,0,0,,,9,2023
28-Sep-23,New Mexico,Espanola,1122 Industrial Park Rd,0,1,0,0,1,,,9,2023
28-Sep-23,New Mexico,Artesia,W Dallas Ave and S 7th St,0,0,0,1,1,,,9,2023
26-Sep-23,New Mexico,Rio Rancho,301 Loma Colorado Blvd NE,0,0,0,0,1,,,9,2023
25-Sep-23,New Mexico,Hobbs,200 block of W Copper Ave,1,0,0,0,1,,,9,2023
25-Sep-23,New Mexico,Alamogordo,3000 block of N Florida Ave,1,0,0,0,1,,,9,2023
24-Sep-23,New Mexico,Albuquerque,6000 block of Isleta Blvd,1,0,0,0,0,,,9,2023
23-Sep-23,New Mexico,Clovis,2101 W Grand Ave,1,0,0,0,1,,,9,2023
22-Sep-23,New Mexico,Deming,1910 8th St,0,0,0,0,1,,,9,2023
22-Sep-23,New Mexico,Aztec,1234 NE Aztec Blvd,0,0,0,1,2,,,9,2023
21-Sep-23,New Mexico,Albuquerque,8928 Lower Meadows Trl SW,0,2,0,0,1,,,9,2023
20-Sep-23,New Mexico,Santa Fe,Espinacitas St and St Michaels Dr,0,1,0,0,0,,,9,2023
20-Sep-23,New Mexico,Clovis,1100 block of Hinkle St,1,0,0,0,0,,,9,2023
16-Sep-23,New Mexico,Albuquerque,1201 Madeira Dr SE,0,1,0,1,0,,,9,2023
16-Sep-23,New Mexico,Santa Fe,8380 Cerrillos Rd,0,1,0,0,0,,,9,2023
14-Sep-23,New Mexico,Albuquerque,6211 4th St NW,0,1,0,0,1,,,9,2023
12-Sep-23,New Mexico,Albuquerque,6031 Iliff Rd NW,1,0,0,0,0,,,9,2023
11-Sep-23,New Mexico,Albuquerque,2100 block of Anthony Pl SW,1,0,1,0,0,,,9,2023
11-Sep-23,New Mexico,Tesuque,509B NM-592,0,0,0,1,0,,,9,2023
9-Sep-23,New Mexico,Albuquerque,320 block of Charleston St SE,1,0,0,0,0,,,9,2023
8-Sep-23,New Mexico,Roswell,500 W Hobbs St,0,0,0,0,1,,,9,2023
8-Sep-23,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,0,0,0,0,2,,,9,2023
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,1,1,0,0,4,,,9,2023
4-Sep-23,New Mexico,Carlsbad,2100 block of Algerita St,0,1,0,0,1,,,9,2023
3-Sep-23,New Mexico,Roswell,500 block of E Hendricks St,0,2,0,0,1,,,9,2023
2-Sep-23,New Mexico,Santa Fe,N/A,0,1,0,0,2,,,9,2023
1-Sep-23,New Mexico,Albuquerque,12801 Copper Ave NE,1,0,0,0,1,,,9,2023
31-Aug-23,New Mexico,Albuquerque,I-25,1,0,0,0,1,,,8,2023
31-Aug-23,New Mexico,Albuquerque,305 Rhode Island St SE,3,0,0,0,1,,,8,2023
29-Aug-23,New Mexico,Albuquerque,500 Lead Ave SW,1,0,0,0,0,,,8,2023
26-Aug-23,New Mexico,Las Vegas,500 block of Chavez St,0,1,0,0,1,,,8,2023
25-Aug-23,New Mexico,Thoreau,County Road 27,0,1,0,0,0,,,8,2023
24-Aug-23,New Mexico,Ranchos De Taos,Espinoza Rd,0,1,0,0,0,,,8,2023
23-Aug-23,New Mexico,Albuquerque,4501 Blake Rd SW,0,1,0,0,0,,,8,2023
23-Aug-23,New Mexico,Albuquerque,Marquette Ave NW and 7th St NW,0,1,0,0,0,,,8,2023
22-Aug-23,New Mexico,Clovis,800 block of Sheldon St,0,1,0,0,0,,,8,2023
21-Aug-23,New Mexico,Deming,1400 E Birch St,1,0,0,0,0,,,8,2023
21-Aug-23,New Mexico,Roswell,800 block of E 5th St,1,0,0,0,3,,,8,2023
21-Aug-23,New Mexico,Albuquerque,311 Central Ave NW,0,1,0,0,1,,,8,2023
20-Aug-23,New Mexico,Roswell,800 block of S Atkinson Ave,0,1,0,0,0,,,8,2023
20-Aug-23,New Mexico,Albuquerque,N/A,0,1,0,0,0,,,8,2023
20-Aug-23,New Mexico,Roswell,3000 block of W 8th St,1,0,0,0,0,,,8,2023
18-Aug-23,New Mexico,Pinos Altos,NM-15,0,1,0,0,0,,,8,2023
17-Aug-23,New Mexico,Albuquerque,301 Rhode Island St SE,0,0,0,1,1,,,8,2023
17-Aug-23,New Mexico,Albuquerque,1401 Wyoming Blvd NE,0,1,0,0,0,,,8,2023
16-Aug-23,New Mexico,Albuquerque,10044 Menaul Blvd NE,1,2,0,0,0,,,8,2023
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,1,0,0,0,5,,,8,2023
8-Aug-23,New Mexico,Las Cruces,1500 block of S Solano Dr,0,1,0,0,1,,,8,2023
8-Aug-23,New Mexico,Albuquerque,12700 block of Mountain Rd NE,0,0,1,0,0,,,8,2023
6-Aug-23,New Mexico,Roswell,S Garden Ave and E Mathews St,0,1,0,0,1,,,8,2023
5-Aug-23,New Mexico,Albuquerque,500 block of Rencher Ave SE,1,0,0,0,0,,,8,2023
4-Aug-23,New Mexico,Clovis,700 block of Dawn Loop,0,0,1,0,0,,,8,2023
3-Aug-23,New Mexico,Farmington,510 Scott Ave,0,1,0,0,0,,,8,2023
1-Aug-23,New Mexico,Albuquerque,4630 12th St NW,1,0,0,0,1,,,8,2023
31-Jul-23,New Mexico,Albuquerque,Coors Blvd NW and Central Ave NW,1,0,0,0,1,,,7,2023
30-Jul-23,New Mexico,Santa Fe,490 Bishops Lodge Rd,0,2,0,0,0,,,7,2023
29-Jul-23,New Mexico,Questa,Cabresto Rd,1,0,0,0,1,,,7,2023
27-Jul-23,New Mexico,Santa Fe,Rufina St and Richards Ave,1,0,0,0,1,,,7,2023
27-Jul-23,New Mexico,Albuquerque,Central Ave and Vermont St,1,0,0,0,0,,,7,2023
26-Jul-23,New Mexico,Logan,N/A,0,0,1,0,0,,,7,2023
26-Jul-23,New Mexico,Portales,1919 Westview-Garnet Rd,1,0,1,0,0,,,7,2023
24-Jul-23,New Mexico,Tesuque,509 NM-592,0,0,0,1,0,,,7,2023
24-Jul-23,New Mexico,Albuquerque,1300 Pennsylvania St NE,0,0,0,1,0,,,7,2023
24-Jul-23,New Mexico,Gallup,109 E Hill Ave,0,1,0,0,1,,,7,2023
22-Jul-23,New Mexico,Albuquerque,Central Ave SE and Louisiana Blvd SE,1,0,0,0,0,,,7,2023
22-Jul-23,New Mexico,Church Rock,Becenti Trail Rd,0,0,0,0,1,,,7,2023
21-Jul-23,New Mexico,Albuquerque,13120 Central Ave SE,1,0,0,0,0,,,7,2023
20-Jul-23,New Mexico,Albuquerque,557 Tramway Blvd NE,0,1,1,0,0,,,7,2023
20-Jul-23,New Mexico,Albuquerque,11100 Gibson Blvd SE,0,1,0,0,0,,,7,2023
19-Jul-23,New Mexico,Albuquerque,Coal Ave SE and Princeton Dr SE,0,2,0,0,1,,,7,2023
19-Jul-23,New Mexico,Logan,800 block of Loop 540,0,0,1,0,0,,,7,2023
18-Jul-23,New Mexico,Albuquerque,Central Ave NE and Tramway Blvd SE,1,0,0,0,0,,,7,2023
18-Jul-23,New Mexico,Albuquerque,Paisano St NE and Zia Rd NE,1,1,0,0,0,,,7,2023
17-Jul-23,New Mexico,Espanola,222 Corlett Rd,0,1,0,0,1,,,7,2023
16-Jul-23,New Mexico,Las Cruces,Del Ray Blvd and Settlers Pass,0,0,1,1,0,,,7,2023
15-Jul-23,New Mexico,Albuquerque,9251 Eagle Ranch Rd NW,1,0,0,0,1,,,7,2023
15-Jul-23,New Mexico,Alamogordo,100 block of Delaware Ave,1,0,0,1,1,,,7,2023
13-Jul-23,New Mexico,Albuquerque,6900 Zuni Rd SE,1,0,0,0,0,,,7,2023
12-Jul-23,New Mexico,Albuquerque,208 Maxine St NE,1,0,0,0,0,,,7,2023
12-Jul-23,New Mexico,Albuquerque,3400 Monroe St NE,0,0,0,1,1,,,7,2023
11-Jul-23,New Mexico,Clovis,8th St and Hinkle St,0,1,0,0,3,,,7,2023
11-Jul-23,New Mexico,Roswell,400 block of Parkview Ave,0,1,0,0,1,,,7,2023
10-Jul-23,New Mexico,Albuquerque,3802 2nd St NW,1,0,0,0,1,,,7,2023
9-Jul-23,New Mexico,Mescalero,N/A,0,0,1,0,0,,,7,2023
9-Jul-23,New Mexico,Clovis,900 block of W 9th St,1,0,0,0,1,,,7,2023
7-Jul-23,New Mexico,Albuquerque,6600 Menaul Blvd NE,0,1,0,0,1,,,7,2023
6-Jul-23,New Mexico,Carlsbad,N/A,0,1,0,0,1,,,7,2023
4-Jul-23,New Mexico,Albuquerque,Eubank Blvd NE and Buena Ventura Rd NE,0,1,0,0,0,,,7,2023
4-Jul-23,New Mexico,Albuquerque,6718 Central SE,1,0,0,0,3,,,7,2023
4-Jul-23,New Mexico,Albuquerque,Columbia Dr SE and Kathryn Ave SE,1,0,0,0,3,,,7,2023
4-Jul-23,New Mexico,Albuquerque,98th St and Rio Clara Ave,1,0,0,0,2,,,7,2023
3-Jul-23,New Mexico,Albuquerque,Copper Ave NW and 6th St NW,0,1,0,0,0,,,7,2023
2-Jul-23,New Mexico,Clovis,2101W Grand Ave,1,0,0,0,1,,,7,2023
1-Jul-23,New Mexico,Taos,203 Siler Rd,0,1,1,0,0,,,7,2023
30-Jun-23,New Mexico,Albuquerque,2909 Muriel St NE,1,1,0,0,1,,,6,2023
30-Jun-23,New Mexico,Belen,713 N Main St,1,0,0,0,1,,,6,2023
30-Jun-23,New Mexico,Rio Rancho,6th Ave SW,2,0,0,0,1,,,6,2023
29-Jun-23,New Mexico,Albuquerque,Montgomery Blvd NE,0,2,0,0,1,,,6,2023
29-Jun-23,New Mexico,Albuquerque,925 San Pedro Dr NE,0,2,1,0,0,,,6,2023
29-Jun-23,New Mexico,Albuquerque,1915 Lead Ave SE,0,2,0,0,0,,,6,2023
28-Jun-23,New Mexico,Ohkay Owingeh,341 Sage St,0,1,0,0,1,,,6,2023
27-Jun-23,New Mexico,Santa Fe,1621 Llano St,0,1,0,1,1,,,6,2023
27-Jun-23,New Mexico,Albuquerque,Carlisle Blvd and Comanche Rd NE,0,1,0,0,1,,,6,2023
26-Jun-23,New Mexico,Silver City,Arenas Valley Rd,1,0,0,0,1,,,6,2023
26-Jun-23,New Mexico,Arenas Valley,10-46 block of Elias Rd,1,0,0,0,0,,,6,2023
25-Jun-23,New Mexico,Albuquerque,4901 Pan American Fwy NE,1,0,0,1,0,,,6,2023
25-Jun-23,New Mexico,Albuquerque,6404 Los Volcanes Rd NW,1,0,0,0,1,,,6,2023
24-Jun-23,New Mexico,Albuquerque,100 98th St NW,0,0,1,0,0,,,6,2023
23-Jun-23,New Mexico,Roswell,1600 block of W Walnut St,0,0,0,1,0,,,6,2023
23-Jun-23,New Mexico,Albuquerque,721 Tomasita St NE,0,1,0,0,1,,,6,2023
22-Jun-23,New Mexico,Albuquerque,9800 block of Benavides Rd SW,1,0,0,0,0,,,6,2023
21-Jun-23,New Mexico,Clovis,2501 N Axtell St,0,1,0,0,2,,,6,2023
21-Jun-23,New Mexico,Albuquerque,500 block of Dallas St NE,0,1,0,0,0,,,6,2023
21-Jun-23,New Mexico,Albuquerque,Ladera Dr and St Josephs Dr,0,1,0,0,0,,,6,2023
21-Jun-23,New Mexico,Las Cruces,Holman Rd and Arroyo Rd,0,0,0,1,1,,,6,2023
20-Jun-23,New Mexico,Hobbs,300 block of W Rainbow Dr,0,1,0,0,1,,,6,2023
20-Jun-23,New Mexico,Albuquerque,557 Tramway Blvd NE,1,0,0,0,1,,,6,2023
20-Jun-23,New Mexico,Serafina (Chapelle),437 Co Rd B27,1,0,0,0,1,,,6,2023
19-Jun-23,New Mexico,Albuquerque,124 Alcazar St SE,1,0,0,0,0,,,6,2023
19-Jun-23,New Mexico,Santa Fe,4300 block of Camino Alhambra,1,1,0,0,1,,,6,2023
19-Jun-23,New Mexico,Las Vegas,2603 Hot Springs Blvd,0,1,0,0,1,,,6,2023
19-Jun-23,New Mexico,Albuquerque,1900 block of Shirlane Pl,1,0,0,0,0,,,6,2023
19-Jun-23,New Mexico,Clovis,313 Alamo St,1,0,0,0,1,,,6,2023
17-Jun-23,New Mexico,Chimayo,Co Rd 101,1,0,0,0,1,,,6,2023
16-Jun-23,New Mexico,Albuquerque,2321 Carlisle Blvd,0,2,0,0,1,,,6,2023
16-Jun-23,New Mexico,Espanola,800 block of Ash Loop,0,2,0,0,1,,,6,2023
15-Jun-23,New Mexico,Santa Fe,1027 Camino Carlos Rey,0,1,0,0,0,,,6,2023
10-Jun-23,New Mexico,Hobbs,2405 N Jefferson St,1,0,0,0,0,,,6,2023
9-Jun-23,New Mexico,Albuquerque,Indian School Rd NE and Pennsylvania St NE,1,0,0,0,1,,,6,2023
6-Jun-23,New Mexico,Carlsbad,500 block of E Church St,0,1,0,0,0,,,6,2023
4-Jun-23,New Mexico,Albuquerque,4400 block of Hilton Ave NE,0,1,3,0,0,,,6,2023
4-Jun-23,New Mexico,Albuquerque,4th St NW and San Clemente Ave NW,1,0,1,0,0,,,6,2023
1-Jun-23,New Mexico,Albuquerque,Hanover Rd and 80th St,1,0,0,0,1,,,6,2023
29-May-23,New Mexico,Santa Fe,Casa Rufina Rd,1,0,0,0,0,,,5,2023
29-May-23,New Mexico,Albuquerque,Copper Ave NW and 7th St NW,1,0,0,0,0,,,5,2023
28-May-23,New Mexico,Albuquerque,920 Louisiana Blvd SE,1,1,0,0,1,,,5,2023
28-May-23,New Mexico,Silver City,2601 N Swan St,0,1,0,0,1,,,5,2023
28-May-23,New Mexico,Shiprock,N/A,0,1,0,0,1,,,5,2023
28-May-23,New Mexico,Chimayo,El Potrero Rd and Canada Ancha,1,0,0,0,0,,,5,2023
28-May-23,New Mexico,Hobbs,Grimes St and Broadway St,1,0,0,0,2,,,5,2023
