Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,,,Month,Year
27-May-23,New Mexico,Red River,400 E Main St,3,4,0,1,1,,,5,2023
26-May-23,New Mexico,Las Vegas,N/A,0,1,0,0,1,,,5,2023
25-May-23,New Mexico,Albuquerque,1220 Propps St NE,1,0,0,2,2,,,5,2023
24-May-23,New Mexico,Albuquerque,Mountain Rd and Rio Grande Blvd,1,0,0,0,0,,,5,2023
21-May-23,New Mexico,Albuquerque,Central Ave NW and 3rd Street NW,0,1,0,0,1,,,5,2023
21-May-23,New Mexico,Albuquerque,611 San Mateo Blvd SE,1,0,0,0,1,,,5,2023
19-May-23,New Mexico,Albuquerque,2525 Tingley Dr SW,0,0,1,0,0,,,5,2023
18-May-23,New Mexico,Hobbs,3800 N Lovington Hwy,1,0,0,0,3,,,5,2023
18-May-23,New Mexico,Albuquerque,801 Locust Pl NE,1,0,0,0,1,,,5,2023
16-May-23,New Mexico,Albuquerque,Silver Ave and Adams St,0,0,0,1,1,,,5,2023
15-May-23,New Mexico,Las Vegas (Romeroville),I-25 and Frontage Rd 2137,1,0,0,0,1,,,5,2023
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,3,6,1,0,0,,,5,2023
14-May-23,New Mexico,Albuquerque,8516 Central Ave SE,1,2,0,0,0,,,5,2023
13-May-23,New Mexico,Albuquerque,Louisiana Blvd NE and Montgomery Blvd NE,1,0,0,0,0,,,5,2023
13-May-23,New Mexico,Albuquerque,John St SE,0,1,0,0,0,,,5,2023
12-May-23,New Mexico,Santa Fe,155 Calle Ojo Feliz,0,0,1,0,0,,,5,2023
11-May-23,New Mexico,Albuquerque,1400 block of Dona Arcelia St SW,1,1,0,0,0,,,5,2023
10-May-23,New Mexico,Albuquerque,5401 Eastern Ave SE,0,0,0,1,1,,,5,2023
9-May-23,New Mexico,Las Cruces,500 block of Lujan St,0,1,0,0,0,,,5,2023
8-May-23,New Mexico,Albuquerque,4600 block of 5th St NW,1,0,0,0,0,,,5,2023
6-May-23,New Mexico,Gallup,1400 S 2nd St,1,0,0,1,0,,,5,2023
5-May-23,New Mexico,Taos,Gusdorf Pl,0,1,0,0,0,,,5,2023
4-May-23,New Mexico,Las Cruces,400 block of Poplar Ave,1,1,0,0,0,,,5,2023
1-May-23,New Mexico,Hillsboro,NM-187,0,0,0,1,0,,,5,2023
30-Apr-23,New Mexico,Hobbs,Burgess St,1,0,0,0,1,,,4,2023
30-Apr-23,New Mexico,Santa Fe,3458 Zafarano Dr,1,0,0,0,0,,,4,2023
29-Apr-23,New Mexico,Albuquerque,6015 Iliff Rd NW,1,0,0,0,1,,,4,2023
26-Apr-23,New Mexico,Santa Fe,13 San Marcos Loop,0,0,0,0,0,,,4,2023
25-Apr-23,New Mexico,Albuquerque,Domingo Rd NE and Charleston St NE,1,0,0,0,0,,,4,2023
24-Apr-23,New Mexico,Las Vegas,700 block of Taos St,0,1,0,0,1,,,4,2023
23-Apr-23,New Mexico,Albuquerque,2425 Isleta Blvd SW,1,0,0,0,1,,,4,2023
22-Apr-23,New Mexico,Albuquerque,5808 Zuni Rd SE,0,0,1,0,0,,,4,2023
21-Apr-23,New Mexico,Albuquerque,2500 Carlisle Blvd NE,1,0,0,0,1,,,4,2023
21-Apr-23,New Mexico,Albuquerque,100 block of Altez St NE,1,0,0,0,0,,,4,2023
19-Apr-23,New Mexico,Albuquerque,8100 Rainbow Blvd NW,0,0,0,0,1,,,4,2023
18-Apr-23,New Mexico,Albuquerque,13211 Central Ave NE,1,0,0,0,0,,,4,2023
16-Apr-23,New Mexico,Albuquerque,2316 Griffin Rd SW,0,0,1,0,0,,,4,2023
16-Apr-23,New Mexico,Las Cruces,3530 Foothills Rd,0,1,0,0,0,,,4,2023
15-Apr-23,New Mexico,Albuquerque,3400  Comanche St NE,1,0,0,0,1,,,4,2023
13-Apr-23,New Mexico,Albuquerque,7311 Glenrio Rd NW,0,0,0,0,1,,,4,2023
13-Apr-23,New Mexico,Albuquerque,1100 Old Coors Dr SW,1,0,0,0,2,,,4,2023
11-Apr-23,New Mexico,Albuquerque,400 block of Chama St SE,1,0,0,0,1,,,4,2023
10-Apr-23,New Mexico,Clovis,1000 N Martin Luther King Jr Blvd,1,0,0,0,1,,,4,2023
10-Apr-23,New Mexico,Roswell,200 block of Horton St,0,2,0,0,1,,,4,2023
9-Apr-23,New Mexico,Albuquerque,7900 block of Constitution Ave NE,1,0,0,0,0,,,4,2023
8-Apr-23,New Mexico,Carlsbad,4600 block of Forrest Dr,0,2,0,0,0,,,4,2023
5-Apr-23,New Mexico,Farmington,4551 US-64,2,0,0,0,0,,,4,2023
5-Apr-23,New Mexico,Rio Rancho,Western Hills Dr NE and Utah Meadow Rd NE,1,0,0,0,1,,,4,2023
5-Apr-23,New Mexico,Farmington,5305 Valley View Ave,1,0,0,0,0,,,4,2023
3-Apr-23,New Mexico,Albuquerque,500 block of Ortiz Dr SE,1,0,0,0,1,,,4,2023
2-Apr-23,New Mexico,Las Cruces,Dona Ana County Rd C003,0,0,1,0,0,,,4,2023
1-Apr-23,New Mexico,Santa Teresa,5800 block of Megan St,0,1,0,0,1,,,4,2023
1-Apr-23,New Mexico,Albuquerque,2901 Carlisle Blvd NE,1,0,0,0,1,,,4,2023
31-Mar-23,New Mexico,Albuquerque,1120 Indian School Rd NE,1,0,0,0,1,,,3,2023
29-Mar-23,New Mexico,Albuquerque,4620 Glendale Pl,0,0,0,1,1,,,3,2023
29-Mar-23,New Mexico,Carlsbad,805 Hueco St,1,0,0,0,1,,,3,2023
28-Mar-23,New Mexico,Espanola,322 N Riverside Dr,0,0,0,1,0,,,3,2023
28-Mar-23,New Mexico,Mora,County Rd A037,1,0,0,0,1,,,3,2023
25-Mar-23,New Mexico,Hobbs,N Marland Blvd and E Alameda St,0,0,0,1,1,,,3,2023
24-Mar-23,New Mexico,Hobbs,800 block of S Thorp St,1,0,0,0,1,,,3,2023
23-Mar-23,New Mexico,Roswell,US-380,1,0,0,0,0,,,3,2023
23-Mar-23,New Mexico,Farmington,4601 E Main St,1,1,0,0,0,,,3,2023
22-Mar-23,New Mexico,Albuquerque,9200 block of Central Ave NW,2,0,0,0,0,,,3,2023
20-Mar-23,New Mexico,Carlsbad,4301 National Parks Hwy,0,0,1,0,0,,,3,2023
19-Mar-23,New Mexico,Albuquerque,1st St NW and Indian School Rd NW,1,0,0,0,0,,,3,2023
18-Mar-23,New Mexico,Albuquerque,Alameda Blvd NW and Corrales Rd,1,0,0,0,0,,,3,2023
18-Mar-23,New Mexico,Albuquerque,300 Dorado Pl SE,1,0,0,0,0,,,3,2023
15-Mar-23,New Mexico,Hobbs,1001 E Clinton St,0,1,0,1,0,,,3,2023
14-Mar-23,New Mexico,Albuquerque,1849 Coors Blvd SW,1,0,0,0,1,,,3,2023
12-Mar-23,New Mexico,Albuquerque,224 Atrisco Vista Rd,0,0,0,1,0,,,3,2023
11-Mar-23,New Mexico,Lovington,500 block of W Avenue E,0,1,0,0,0,,,3,2023
10-Mar-23,New Mexico,Albuquerque,7900 block of Bell Ave SE,0,1,0,0,0,,,3,2023
10-Mar-23,New Mexico,Portales,South Roosevelt Rd 3,1,0,0,0,1,,,3,2023
9-Mar-23,New Mexico,Albuquerque,2300 Arenal Rd SW,0,0,0,0,0,,,3,2023
8-Mar-23,New Mexico,Los Lunas,1776 Emilio Lopez Rd,0,0,0,0,1,,,3,2023
7-Mar-23,New Mexico,Moriarty,305 Abrahames Rd,1,0,0,0,1,,,3,2023
6-Mar-23,New Mexico,Albuquerque,Fortuna Rd NW and Coors Blvd NW,0,1,0,0,0,,,3,2023
5-Mar-23,New Mexico,Kirtland,6 Rd 6264,1,0,0,0,1,,,3,2023
5-Mar-23,New Mexico,Albuquerque,5025 Central Ave NE,0,3,0,0,1,,,3,2023
3-Mar-23,New Mexico,Los Lunas,1776 Emilio Lopez Rd,0,0,0,0,0,,,3,2023
3-Mar-23,New Mexico,Las Cruces,I-25,1,0,0,0,2,,,3,2023
2-Mar-23,New Mexico,Albuquerque,9800 Central Ave SE,1,1,0,0,0,,,3,2023
23-Feb-23,New Mexico,Sunland Park,100 block of Calle Diaz,0,0,1,0,0,,,2,2023
23-Feb-23,New Mexico,Albuquerque,1106 Griegos Rd NW,1,0,0,0,0,,,2,2023
22-Feb-23,New Mexico,Albuquerque,1800 block of Doty Ln SW,1,0,0,0,0,,,2,2023
20-Feb-23,New Mexico,Las Cruces,N/A,0,1,0,0,0,,,2,2023
20-Feb-23,New Mexico,Las Cruces,N/A,0,1,0,0,0,,,2,2023
20-Feb-23,New Mexico,Ranchos De Taos,W Romero Rd,0,1,0,0,1,,,2,2023
19-Feb-23,New Mexico,Albuquerque,5327 Montgomery Blvd NE,1,0,1,0,0,,,2,2023
18-Feb-23,New Mexico,Belen,15th St and Reinken Ave,0,0,0,2,2,,,2,2023
17-Feb-23,New Mexico,Gallup,908 E Buena Vista Ave,1,0,0,0,1,,,2,2023
15-Feb-23,New Mexico,Edgewood,Stanley Rd,0,1,0,0,1,,,2,2023
15-Feb-23,New Mexico,Santa Fe,952 Richards Ave,1,0,0,0,0,,,2,2023
14-Feb-23,New Mexico,Albuquerque,4215 Hillspire Ave NW,1,0,0,0,1,,,2,2023
11-Feb-23,New Mexico,Albuquerque,900 Juan Tabo Blvd NE,1,1,0,0,1,,,2,2023
8-Feb-23,New Mexico,Albuquerque,2200 6th St NW,1,0,0,0,0,,,2,2023
8-Feb-23,New Mexico,Albuquerque,7220 Central Ave SE,1,0,0,0,0,,,2,2023
6-Feb-23,New Mexico,Albuquerque,1500 Candelaria Rd NE,1,0,0,0,2,,,2,2023
5-Feb-23,New Mexico,Rio Rancho,N/A,1,0,0,0,1,,,2,2023
5-Feb-23,New Mexico,Albuquerque,Juan Tabo Blvd NE and Copper Ave NE,0,1,0,0,0,,,2,2023
4-Feb-23,New Mexico,Santa Fe,255 Camino Alire,0,1,0,0,1,,,2,2023
4-Feb-23,New Mexico,Albuquerque,6101 Hanover Rd NW,0,1,0,0,0,,,2,2023
4-Feb-23,New Mexico,Alamogordo,1100 block of Greenwood Ln,0,0,0,1,0,,,2,2023
1-Feb-23,New Mexico,Lovington,1000 block of S Chavez St,0,1,0,0,1,,,2,2023
31-Jan-23,New Mexico,Rio Rancho,4515 Arrowhead Ridge Dr SE,0,0,1,0,0,,,1,2023
30-Jan-23,New Mexico,Pecos,Camino Real Rd,0,1,0,0,0,,,1,2023
30-Jan-23,New Mexico,Ponderosa,Salazar Ln,1,0,0,0,1,,,1,2023
30-Jan-23,New Mexico,Albuquerque,Val Verde Dr SW,1,0,0,0,1,,,1,2023
29-Jan-23,New Mexico,Carlsbad,200 block of Mora St,0,0,0,1,1,,,1,2023
29-Jan-23,New Mexico,Alamogordo,2800 block of E 10th St,0,0,0,1,0,,,1,2023
27-Jan-23,New Mexico,Albuquerque,224 Atrisco Vista Blvd SW,2,0,0,0,3,,,1,2023
25-Jan-23,New Mexico,Albuquerque,Central Ave SE and San Pedro Dr SE,0,1,0,0,4,,,1,2023
25-Jan-23,New Mexico,Albuquerque,Mesilla St NE and Central Ave SE,1,0,0,0,0,,,1,2023
25-Jan-23,New Mexico,Las Cruces,400 block of  E Lucero Ave,1,0,0,0,2,,,1,2023
23-Jan-23,New Mexico,Roswell,1400 W 2nd St,0,0,1,0,0,,,1,2023
23-Jan-23,New Mexico,Santa Fe,Co Rd 56C,1,0,0,0,2,,,1,2023
21-Jan-23,New Mexico,Albuquerque,13201 Lomas Blvd NE,1,0,0,0,1,,,1,2023
21-Jan-23,New Mexico,Albuquerque,7900 Bell Ave SE,1,0,0,0,1,,,1,2023
20-Jan-23,New Mexico,Taos,224 Paseo Del Pueblo Sur,1,0,0,0,0,,,1,2023
16-Jan-23,New Mexico,Albuquerque,600 block of Nowicki SW,1,0,0,0,0,,,1,2023
15-Jan-23,New Mexico,Taos,1397 Weimer Rd,0,1,0,0,0,,,1,2023
13-Jan-23,New Mexico,Roswell,4200 E Pine Lodge Rd,0,1,0,0,0,,,1,2023
12-Jan-23,New Mexico,Alamogordo,N White Sands Blvd and US-82,1,0,0,0,1,,,1,2023
11-Jan-23,New Mexico,Hobbs,2200 block of E Dunn St,0,1,0,0,1,,,1,2023
10-Jan-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,0,0,0,0,1,,,1,2023
10-Jan-23,New Mexico,Albuquerque,6900 Zuni Rd SE,0,1,0,1,1,,,1,2023
10-Jan-23,New Mexico,Albuquerque,Grand Ave NE and Ortiz Dr NE,0,1,0,0,0,,,1,2023
10-Jan-23,New Mexico,Albuquerque,304 Indiana St SE,0,1,0,0,1,,,1,2023
10-Jan-23,New Mexico,Hobbs,E Alameda St and N Marland Blvd,0,1,0,0,0,,,1,2023
9-Jan-23,New Mexico,Albuquerque,1800 Central Ave SE,0,2,0,0,0,,,1,2023
8-Jan-23,New Mexico,Clovis,3108 Las Palomas Rd,0,0,0,1,1,,,1,2023
6-Jan-23,New Mexico,Roswell,1200 block of S Michigan Ave,0,0,1,0,0,,,1,2023
6-Jan-23,New Mexico,Las Cruces,900 block of Lees Dr,0,1,0,0,1,,,1,2023
5-Jan-23,New Mexico,Lordsburg,26 Pipeline Rd,0,1,0,0,1,,,1,2023
5-Jan-23,New Mexico,Albuquerque,800 Lomas Blvd NW,0,0,0,0,0,,,1,2023
4-Jan-23,New Mexico,Los Alamos,3536 Pueblo Dr,1,0,1,0,0,,,1,2023
4-Jan-23,New Mexico,Roswell,500 W Hobbs St,0,0,0,0,1,,,1,2023
3-Jan-23,New Mexico,Albuquerque,9132 Suncrest Rd SW,0,0,0,0,3,,,1,2023
1-Jan-23,New Mexico,Clovis,2117 Northglen Dr,0,0,1,0,0,,,1,2023
1-Jan-23,New Mexico,Chimayo,Co Rd 93,1,0,0,0,0,,,1,2023
1-Jan-23,New Mexico,Albuquerque,7817 Central Ave,1,0,0,0,1,,,1,2023
31-Dec-22,New Mexico,Gamerco,702 Pillar Ave,1,0,0,0,1,,,12,2022
30-Dec-22,New Mexico,Santa Fe,2911 Rufina St,1,0,0,0,1,,,12,2022
30-Dec-22,New Mexico,Roswell,2700 W 2nd St,1,0,0,0,1,,,12,2022
29-Dec-22,New Mexico,Albuquerque,1404 Betts St NE,1,0,0,0,0,,,12,2022
27-Dec-22,New Mexico,Albuquerque,Central Ave SE and Louisiana Blvd SE,0,1,0,0,0,,,12,2022
22-Dec-22,New Mexico,Albuquerque,6001 Osuna Rd NE,0,1,0,0,1,,,12,2022
21-Dec-22,New Mexico,Albuquerque,1400 block of 3rd St,0,2,1,0,0,,,12,2022
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,1,0,0,0,5,,,12,2022
17-Dec-22,New Mexico,Albuquerque,1100 block of Coal Ave NW,1,0,0,0,1,,,12,2022
16-Dec-22,New Mexico,Clovis,Curry Rd K and Curry Rd 8,1,0,0,0,1,,,12,2022
14-Dec-22,New Mexico,Farmington,US-64 and Andrea Dr,0,0,0,1,1,,,12,2022
14-Dec-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,0,0,0,0,1,,,12,2022
11-Dec-22,New Mexico,Albuquerque,3555 7th St NW,0,0,0,0,3,,,12,2022
10-Dec-22,New Mexico,Albuquerque,922 Park Ave NW,0,0,0,0,0,,,12,2022
9-Dec-22,New Mexico,Rio Rancho,4200 block of  North Pole Loop NE,1,0,0,0,1,,,12,2022
9-Dec-22,New Mexico,Roswell,400 block of E Albuquerque St,1,0,0,0,1,,,12,2022
7-Dec-22,New Mexico,Gallup,US-491,1,0,0,0,1,,,12,2022
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,1,0,0,1,6,,,12,2022
5-Dec-22,New Mexico,Las Cruces,1900 W Picacho Ave,1,0,0,0,0,,,12,2022
5-Dec-22,New Mexico,Clovis,1055 Fowler Ave,0,0,0,0,2,,,12,2022
4-Dec-22,New Mexico,Albuquerque,N/A,0,0,0,0,3,,,12,2022
4-Dec-22,New Mexico,Albuquerque,1517 Cornell Dr SE,0,0,0,0,3,,,12,2022
3-Dec-22,New Mexico,Albuquerque,Montano Rd NW and Rio Grande Blvd NW,1,0,0,0,1,,,12,2022
2-Dec-22,New Mexico,Albuquerque,300 block of Coal Ave SW,0,1,0,0,0,,,12,2022
1-Dec-22,New Mexico,Albuquerque,9911 Avalon Rd NW,1,0,0,0,1,,,12,2022
27-Nov-22,New Mexico,Santa Fe (Agua Fria),Camino Vista Aurora,0,1,0,0,0,,,11,2022
27-Nov-22,New Mexico,Albuquerque,6507 Cochiti Rd SE,1,0,0,0,0,,,11,2022
26-Nov-22,New Mexico,Las Vegas,510 S Grand Ave,1,0,0,0,1,,,11,2022
25-Nov-22,New Mexico,Albuquerque,2200 block of Odessa Ct SW,0,0,1,0,0,,,11,2022
25-Nov-22,New Mexico,Albuquerque (Los Ranchos De Albuquerque),820 Ranchitos Rd NW,1,0,1,0,0,,,11,2022
23-Nov-22,New Mexico,Albuquerque,7303 Montgomery Blvd NE,0,1,0,0,1,,,11,2022
23-Nov-22,New Mexico,Albuquerque,San Pedro Dr NE and Copper Ave NE,1,0,0,0,0,,,11,2022
22-Nov-22,New Mexico,Albuquerque,4676 Commerce Dr NE,1,0,0,0,0,,,11,2022
22-Nov-22,New Mexico,Espanola,125 B Calle del Sol,0,0,0,1,0,,,11,2022
19-Nov-22,New Mexico,Albuquerque,Redondo E Dr NE and Redondo Ct NE,0,1,1,0,0,,,11,2022
18-Nov-22,New Mexico,Hobbs,200 block of E Carter Ln,1,0,0,0,2,,,11,2022
17-Nov-22,New Mexico,Albuquerque,4016 Louisiana Blvd NE,0,0,1,0,0,,,11,2022
14-Nov-22,New Mexico,Santa Fe,2300 block of Camino Capitan,1,0,0,0,1,,,11,2022
10-Nov-22,New Mexico,Albuquerque,400 Roma Ave NW,0,0,1,0,0,,,11,2022
5-Nov-22,New Mexico,Albuquerque,Tramway Blvd NE and Rover Ave NE,0,0,1,0,0,,,11,2022
2-Nov-22,New Mexico,Albuquerque,6000 block of Anderson SE,1,0,0,0,1,,,11,2022
2-Nov-22,New Mexico,Albuquerque (San Felipe Pueblo),N/A,1,0,0,0,1,,,11,2022
1-Nov-22,New Mexico,Albuquerque,901 Tramway Blvd NE,0,2,0,0,1,,,11,2022
31-Oct-22,New Mexico,Albuquerque,14th St and Marquette Ave NW,1,0,0,0,1,,,10,2022
30-Oct-22,New Mexico,Albuquerque,771 Coors Blvd SW,1,0,0,0,1,,,10,2022
29-Oct-22,New Mexico,Roswell,N Washington Ave and W 10th St,0,1,0,0,0,,,10,2022
28-Oct-22,New Mexico,Roswell,W Hobbs St,0,1,0,0,1,,,10,2022
27-Oct-22,New Mexico,Silver City,2602 N Yucca St,0,0,0,1,0,,,10,2022
27-Oct-22,New Mexico,Albuquerque,James Cook Dr and Pajarito Rd SW,1,0,0,0,1,,,10,2022
27-Oct-22,New Mexico,Albuquerque,11354 Central Ave SW,1,0,0,0,1,,,10,2022
27-Oct-22,New Mexico,Albuquerque,5555 Zuni Rd SE,1,0,0,0,1,,,10,2022
26-Oct-22,New Mexico,Ranchos De Taos,4 San Francisco Rd,0,1,0,0,1,,,10,2022
24-Oct-22,New Mexico,Albuquerque,9000 block of S Sky St NW,1,0,0,0,0,,,10,2022
24-Oct-22,New Mexico,Las Vegas,N/A,0,1,0,0,0,,,10,2022
24-Oct-22,New Mexico,Ranchos De Taos,7051 NM-518,1,0,0,0,1,,,10,2022
23-Oct-22,New Mexico,Santa Teresa,Pete V Domenici Hwy,0,1,0,0,0,,,10,2022
22-Oct-22,New Mexico,Espanola,Calle Borrego,1,1,0,0,1,,,10,2022
21-Oct-22,New Mexico,Albuquerque,4700 Cutler Ave NE,0,1,0,0,1,,,10,2022
21-Oct-22,New Mexico,Albuquerque,100 1st St SW,1,0,0,0,2,,,10,2022
17-Oct-22,New Mexico,Hernandez,El Camino de Abajo Rd,1,0,0,0,1,,,10,2022
17-Oct-22,New Mexico,Albuquerque,2266 Wyoming Blvd NE,0,1,0,0,1,,,10,2022
16-Oct-22,New Mexico,Las Cruces,7502 Red Hawk Golf Rd,0,2,0,0,0,,,10,2022
11-Oct-22,New Mexico,Shiprock,N/A,0,1,0,1,1,,,10,2022
7-Oct-22,New Mexico,Santa Fe,3901 Oliver Rd,0,0,0,0,0,,,10,2022
5-Oct-22,New Mexico,Taos,307 La Luz Dr,1,1,0,0,3,,,10,2022
5-Oct-22,New Mexico,Albuquerque,1505 Candelaria Rd NW,0,0,0,0,1,,,10,2022
4-Oct-22,New Mexico,Bernalillo,1039 Bosque Loop,0,0,1,0,0,,,10,2022
3-Oct-22,New Mexico,Rio Rancho,1300 block of Peppoli Loop,0,1,0,0,1,,,10,2022
3-Oct-22,New Mexico,Las Cruces,University Ave and Main St,0,1,0,0,1,,,10,2022
2-Oct-22,New Mexico,Fort Sumner,100 block of E Main Ave,2,0,0,0,1,,,10,2022
30-Sep-22,New Mexico,Santa Fe,2100 Yucca St,0,0,0,0,1,,,9,2022
30-Sep-22,New Mexico,Albuquerque,Central Ave SE and Wyoming Blvd NE,1,0,0,0,1,,,9,2022
30-Sep-22,New Mexico,Albuquerque,Candelaria Rd NW and San Isidro St NW,0,1,0,0,0,,,9,2022
29-Sep-22,New Mexico,Albuquerque,Palisades Dr and Punta Alta Ave,1,0,0,0,0,,,9,2022
29-Sep-22,New Mexico,Albuquerque,652 Bataan Dr SW,1,0,0,0,1,,,9,2022
27-Sep-22,New Mexico,Ruidoso (Sierra Blanca),FM 1111,1,1,0,0,2,,,9,2022
26-Sep-22,New Mexico,Albuquerque,12720 Central Ave SE,0,0,0,1,1,,,9,2022
25-Sep-22,New Mexico,Albuquerque,Coors Blvd SW and Bataan Dr SW,0,1,0,0,0,,,9,2022
22-Sep-22,New Mexico,Albuquerque,Isleta Blvd SW and Perry St SW,1,0,0,0,0,,,9,2022
21-Sep-22,New Mexico,Clovis,300 block of Missouri St,1,0,0,0,1,,,9,2022
21-Sep-22,New Mexico,Albuquerque,3301 Candelaria,0,0,0,1,1,,,9,2022
20-Sep-22,New Mexico,Albuquerque,Isleta Blvd and Camino Del Valle SW,0,0,1,0,0,,,9,2022
20-Sep-22,New Mexico,Las Cruces,1481 Alamo St,1,0,1,0,0,,,9,2022
19-Sep-22,New Mexico,Tome,N/A,1,0,0,0,0,,,9,2022
19-Sep-22,New Mexico,Albuquerque,1025 12th St NW,0,0,1,0,1,,,9,2022
18-Sep-22,New Mexico,Las Cruces,6000 block of Vista de Oro,1,0,1,0,0,,,9,2022
18-Sep-22,New Mexico,Albuquerque,431 Dallas Ave SE,1,0,0,0,0,,,9,2022
18-Sep-22,New Mexico,Roswell,800 block of W Mathews St,0,1,0,0,0,,,9,2022
18-Sep-22,New Mexico,Zuni,N/A,0,1,0,0,1,,,9,2022
15-Sep-22,New Mexico,Albuquerque,10000 Menaul NE,1,0,0,0,2,,,9,2022
15-Sep-22,New Mexico,Albuquerque,244 Espanola St NE,1,0,0,0,1,,,9,2022
14-Sep-22,New Mexico,Albuquerque,12300 Horseshoe Trl SE,1,0,0,0,1,,,9,2022
11-Sep-22,New Mexico,Santa Fe,Paseo Feliz,0,5,0,0,2,,,9,2022
10-Sep-22,New Mexico,Albuquerque,Central Ave SW and Yucca DR NW,1,0,0,0,0,,,9,2022
10-Sep-22,New Mexico,Albuquerque,Montgomery Blvd NE and I-25,0,1,0,0,0,,,9,2022
9-Sep-22,New Mexico,Deming,220 S Nickle St,1,0,1,0,0,,,9,2022
9-Sep-22,New Mexico,Albuquerque,7901 Ranchitos Loop NE,0,2,0,0,0,,,9,2022
9-Sep-22,New Mexico,Albuquerque,13300 Central Ave SE,1,0,0,0,0,,,9,2022
6-Sep-22,New Mexico,Mountainair,20000 block of US-60,1,0,0,0,1,,,9,2022
4-Sep-22,New Mexico,Albuquerque,4300 Sheldon St SE,1,0,0,0,1,,,9,2022
2-Sep-22,New Mexico,Albuquerque,560 block of 59th St NW,2,0,0,0,1,,,9,2022
1-Sep-22,New Mexico,Albuquerque,1119 Candelaria Rd NW,0,1,0,1,1,,,9,2022
30-Aug-22,New Mexico,Albuquerque,921 San Pedro Dr SE,1,0,0,0,1,,,8,2022
29-Aug-22,New Mexico,Albuquerque,5239 Na Pali St,1,0,0,0,0,,,8,2022
29-Aug-22,New Mexico,Albuquerque,1700 block of Val Verde Dr SW,1,0,0,0,2,,,8,2022
28-Aug-22,New Mexico,Albuquerque,2721 Coors Blvd NW,0,0,1,0,0,,,8,2022
28-Aug-22,New Mexico,Albuquerque,9223 Marron Cir NE,2,0,0,0,1,,,8,2022
27-Aug-22,New Mexico,Crownpoint,N/A,0,2,0,0,1,,,8,2022
27-Aug-22,New Mexico,Albuquerque,Central Ave SE and Texas Ave SE,0,1,0,0,0,,,8,2022
25-Aug-22,New Mexico,Eunice,1720 Ave K,0,0,0,0,1,,,8,2022
25-Aug-22,New Mexico,Albuquerque,4009 Montgomery Blvd NE,1,0,0,0,0,,,8,2022
24-Aug-22,New Mexico,Albuquerque,3712 Bryn Mawr Dr NE,0,1,0,0,0,,,8,2022
24-Aug-22,New Mexico,Albuquerque,5000 block of Harbor Place NW,1,0,0,0,0,,,8,2022
24-Aug-22,New Mexico,Clovis,1200 block of N Lea St,1,0,0,0,1,,,8,2022
22-Aug-22,New Mexico,Albuquerque,2nd St SW and Central Ave SW,1,0,0,0,0,,,8,2022
21-Aug-22,New Mexico,Hobbs,1400 block of E Marland St,0,1,0,0,0,,,8,2022
21-Aug-22,New Mexico,Alcalde,176 Co Rd 52,0,1,0,0,1,,,8,2022
20-Aug-22,New Mexico,Albuquerque,6230 Indian School Rd NE,1,0,0,0,1,,,8,2022
20-Aug-22,New Mexico,Thoreau,N/A,0,1,0,0,1,,,8,2022
20-Aug-22,New Mexico,Las Cruces,El Paseo Rd and University Ave,0,1,0,0,0,,,8,2022
19-Aug-22,New Mexico,Albuquerque,200 block of Romana Street SE,1,0,1,0,0,,,8,2022
19-Aug-22,New Mexico,Albuquerque,I-25 and Avenida Cesar Chavez,0,1,0,0,0,,,8,2022
19-Aug-22,New Mexico,Roswell,600 block of S Missouri Ave,1,0,0,0,0,,,8,2022
16-Aug-22,New Mexico,Espanola,206 N Paseo de Onate,1,0,0,0,3,,,8,2022
16-Aug-22,New Mexico,Albuquerque,7901 Central Ave SE,1,0,0,0,1,,,8,2022
15-Aug-22,New Mexico,Zuni,N/A,0,1,0,0,1,,,8,2022
14-Aug-22,New Mexico,Albuquerque,7817 Central Ave SE,0,1,0,0,1,,,8,2022
14-Aug-22,New Mexico,Clovis,1100 Sycamore St,1,0,0,0,1,,,8,2022
13-Aug-22,New Mexico,Albuquerque,Seventh and Central SW,0,1,0,1,0,,,8,2022
13-Aug-22,New Mexico,Rio Rancho,901 Unser Blvd SE,0,0,0,1,1,,,8,2022
13-Aug-22,New Mexico,Santa Fe,1098 Willow Way,0,0,1,0,0,,,8,2022
13-Aug-22,New Mexico,Albuquerque,Central Ave SE and Dorado Pl SE,1,2,0,0,1,,,8,2022
11-Aug-22,New Mexico,Carlsbad,1st St,0,1,0,0,1,,,8,2022
11-Aug-22,New Mexico,Carlsbad,3900 block of W Texas St,0,0,1,0,0,,,8,2022
10-Aug-22,New Mexico,Santa Fe,2530 W Zia Rd,1,0,0,0,1,,,8,2022
10-Aug-22,New Mexico,Las Cruces,245 La Posada Ln,1,1,0,0,0,,,8,2022
9-Aug-22,New Mexico,Albuquerque,Indian School Rd NE and Pennsylvania St NE,0,1,0,0,0,,,8,2022
8-Aug-22,New Mexico,Llano,267 NM 73,0,1,0,1,1,,,8,2022
